# t = 1
# W = 180
# L = 80
# alpha0 = 0.005
# xic = 2.8209479177387813
# plate_distance = 56.418958354775626
# E_dis = 0.001884955592153876
# E_img = 35.44907701811032
# omB0 = 0.06283185307179587
# Zeeman0 = 0.020943951023931956
# T = 0.0007853981633974483
# Nelect_0 = 707.0500000000001
# Nelect_img = 141.41
# iter_dis = 1
# Ncore = 5
alpha filling0 fillingIMG
0.005 9.996622690126323 1.9995971576145073
0.005080808080808081 9.838445765332159 1.970441105878408
0.005161616161616161 9.685293142204735 1.9356099004252982
0.005242424242424243 9.540949313777329 1.9087240202658158
0.0053232323232323235 9.398564633986881 1.8767954579248176
0.005404040404040404 9.258148030906694 1.8527851156857944
0.005484848484848485 9.113162853366855 1.82225190724874
0.005565656565656565 8.986531664273045 1.7976161946931437
0.005646464646464647 8.85933956684022 1.7709860749088175
0.0057272727272727275 8.728839017370305 1.7461694458700217
0.005808080808080808 8.610267893725366 1.7231311548050647
0.005888888888888889 8.4881512472008 1.6986708503161565
0.00596969696969697 8.381228147757458 1.675550990124375
0.006050505050505051 8.257304185191995 1.6545654498910816
0.006131313131313132 8.152886507754129 1.6326512965292226
0.006212121212121212 8.050201156142334 1.6095354563254634
0.006292929292929293 7.947241434055634 1.5901761692221372
0.0063737373737373735 7.843879041767249 1.5702144205114665
0.006454545454545455 7.7474277788241235 1.5499267313303307
0.006535353535353536 7.65271866987266 1.5299617009097455
0.006616161616161616 7.557819340150238 1.5126265291159242
0.006696969696969697 7.459895572409471 1.4941539312033651
0.006777777777777778 7.3746064487394865 1.4752455076181727
0.006858585858585859 7.290073202939608 1.4591652306797245
0.00693939393939394 7.199993966521166 1.4423083840636746
0.00702020202020202 7.116210115684733 1.4231582955370485
0.007101010101010101 7.037487020932326 1.408438314435306
0.007181818181818182 6.964696177891703 1.3932262705190868
0.007262626262626262 6.880959862500374 1.3760703332468598
0.007343434343434344 6.8099381259193965 1.361911503587527
0.007424242424242424 6.735491075695359 1.346045062263667
0.007505050505050506 6.6611453080623155 1.3322840669293154
0.0075858585858585865 6.5929764102750035 1.3182748559943123
0.007666666666666667 6.528739002530656 1.3033666780708864
0.007747474747474748 6.4562410066815055 1.2912057225040672
0.007828282828282828 6.380700275651088 1.2784893014900474
0.007909090909090909 6.326170650181314 1.2643861102660048
0.00798989898989899 6.257870731283063 1.251526625273398
0.00807070707070707 6.19918062489464 1.2380498501535344
0.008151515151515153 6.137443953179461 1.2255608828490605
0.008232323232323233 6.077238753323288 1.2151979247041962
0.008313131313131314 6.014553344920476 1.2025912981510223
0.008393939393939395 5.959143784915578 1.1900960831473284
0.008474747474747475 5.900313663570928 1.1807215055870075
0.008555555555555556 5.843460743846696 1.1699132053916468
0.008636363636363636 5.78822586671611 1.1572417089411018
0.008717171717171717 5.735039479587687 1.1476705058710137
0.008797979797979798 5.6830760147844686 1.1352273541674285
0.008878787878787878 5.633208498286695 1.1267944447944307
0.008959595959595959 5.579467529915122 1.1174506383577152
0.00904040404040404 5.529712226667397 1.1055563702546978
0.00912121212121212 5.483069422287522 1.0959083569043058
0.009202020202020203 5.43710591127532 1.0860548235819092
0.009282828282828283 5.386665334768703 1.0773075266625824
0.009363636363636364 5.341372761424406 1.0682590633017168
0.009444444444444445 5.290879866100935 1.058541658122509
0.009525252525252525 5.240569959223493 1.0498329549576952
0.009606060606060608 5.21143487052965 1.0399831167807805
0.009686868686868688 5.161722065224647 1.0329197282797447
0.009767676767676769 5.124556211720883 1.0242678996850507
0.00984848484848485 5.073493398122417 1.0158225969960293
0.00992929292929293 5.035319484478477 1.006561241778282
0.01001010101010101 4.996603017130551 0.9981138707726379
0.010090909090909091 4.956312996548337 0.9918940326794191
0.010171717171717172 4.91578057923844 0.9829154003720142
0.010252525252525253 4.876024267464262 0.976463294330305
0.010333333333333333 4.839253833371344 0.9679025498008559
0.010414141414141414 4.8035279466187575 0.9610232077490186
0.010494949494949495 4.764539129972346 0.9519433840205184
0.010575757575757575 4.722957172944387 0.9454319462073064
0.010656565656565656 4.693336619782766 0.938996975673142
0.010737373737373736 4.66079689106893 0.9314439649825081
0.010818181818181819 4.628089266067397 0.9242000551416497
0.0108989898989899 4.594123813502982 0.9171183575400376
0.01097979797979798 4.551081753096304 0.9111940079569865
0.01106060606060606 4.515237195578481 0.9043183383759962
0.011141414141414141 4.482443091094512 0.8969694415728464
0.011222222222222224 4.4609096726593895 0.8902592081394904
0.011303030303030304 4.431192649322143 0.8843079766890185
0.011383838383838385 4.388446735659881 0.8784854619309788
0.011464646464646466 4.363661807985198 0.872788660195648
0.011545454545454546 4.333470230319772 0.8656001498927023
0.011626262626262627 4.303135018416408 0.8597388276032539
0.011707070707070708 4.27297935957683 0.8544671352669322
0.011787878787878788 4.244082661657177 0.8491178909475295
0.011868686868686869 4.209472974616731 0.8425440910938681
0.01194949494949495 4.1844126293475705 0.8373568812925549
0.01203030303030303 4.15959067632026 0.8303777549886991
0.01211111111111111 4.127584894281405 0.8262395020245167
0.012191919191919191 4.099182533064489 0.8205725001723679
0.012272727272727272 4.073413604908016 0.8154530287559228
0.012353535353535353 4.047114003615933 0.8087455452818029
0.012434343434343435 4.021661467692893 0.803657886483023
0.012515151515151516 3.995233499377183 0.7996496533101286
0.012595959595959596 3.969278016193133 0.7930944922347584
0.012676767676767677 3.9443422963827115 0.7888310184513908
0.01275757575757576 3.919220225659316 0.784092617109337
0.01283838383838384 3.894438201519513 0.7795234973348475
0.01291919191919192 3.870670781769799 0.7744533552031896
0.013000000000000001 3.846812649570275 0.7699019181312686
