# t = 1
# W = 180
# L = 80
# alpha0 = 0.005
# xic = 2.8209479177387813
# plate_distance = 56.418958354775626
# E_dis = 0.001884955592153876
# E_img = 35.44907701811032
# omB0 = 0.06283185307179587
# Zeeman0 = 0.020943951023931956
# T = 0.0007853981633974483
# Nelect_0 = 707.0500000000001
# Nelect_img = 141.41
# iter_dis = 1
# Ncore = 5
alpha G0 GIMG
0.005 9.999612616035332 7.827604713477309
0.005080808080808081 9.999283185532242 7.829761781049755
0.005161616161616161 9.99958018682263 7.6329882585095445
0.005242424242424243 9.998095552463857 7.672728554830947
0.0053232323232323235 9.963194014371824 7.642286067145171
0.005404040404040404 9.895770906723014 7.536485107806199
0.005484848484848485 9.554773310103226 7.379562952751006
0.005565656565656565 9.004568525833905 6.829007673439229
0.005646464646464647 9.00011738673326 6.901053048630088
0.0057272727272727275 8.999169493605484 6.886165413398251
0.005808080808080808 8.998900923293789 6.884944684404253
0.005888888888888889 8.99879072413545 6.669960573999029
0.00596969696969697 8.625565303450264 6.468064499253218
0.006050505050505051 8.086243636120942 6.602902203078457
0.006131313131313132 7.999797671493941 6.6563129799812515
0.006212121212121212 7.99980860929184 5.966813193029217
0.006292929292929293 7.999474793050602 5.972491319273593
0.0063737373737373735 7.99944458377656 5.967281420039773
0.006454545454545455 7.999552886376703 6.011324289243457
0.006535353535353536 7.999238711454473 5.982682758412236
0.006616161616161616 7.999555736964316 5.989032490098848
0.006696969696969697 7.994278189319457 5.973873682503555
0.006777777777777778 7.992061389368537 5.979837888704799
0.006858585858585859 7.9719570803336826 5.938913210978012
0.00693939393939394 7.615161764318349 5.985066331527623
0.00702020202020202 7.078821198295005 5.939936963368993
0.007101010101010101 7.0157599268363295 5.942337222496166
0.007181818181818182 6.99962998603022 5.9259896999144095
0.007262626262626262 6.999522586612068 5.93538859088717
0.007343434343434344 6.999349745998936 5.89162892310042
0.007424242424242424 6.999003020847919 5.894534541114112
0.007505050505050506 6.993658200001519 5.873701836546644
0.0075858585858585865 6.998270512786989 5.938224192784822
0.007666666666666667 6.78979569746421 5.879917748600746
0.007747474747474748 6.597746379374437 5.76652308362925
0.007828282828282828 6.837372958791468 5.819163763457241
0.007909090909090909 6.250258600405692 5.709552211900054
0.00798989898989899 6.001491393878654 5.808961306946086
0.00807070707070707 6.230540690587929 5.574840661503887
0.008151515151515153 6.003097734181123 5.562507076785503
0.008232323232323233 6.000541647687167 5.650173678797753
0.008313131313131314 5.999794716848807 5.468726427979646
0.008393939393939395 6.000161739699257 5.5463553355726605
0.008474747474747475 5.999845337850057 5.3424968058081665
0.008555555555555556 5.999550294676475 5.133984613005545
0.008636363636363636 5.999133858357726 4.978186230750722
0.008717171717171717 5.999702742476718 5.450704640619363
0.008797979797979798 5.999240602377858 4.947764271777754
0.008878787878787878 5.9984763964068275 4.881407623474005
0.008959595959595959 5.998480621368407 4.90604339360847
0.00904040404040404 5.9959151506351525 4.885624413746888
0.00912121212121212 5.994879339858376 4.799016681687258
0.009202020202020203 5.958716497922862 4.902486254600333
0.009282828282828283 5.98618566631773 4.908766631640949
0.009363636363636364 5.07704222536967 4.841071439683387
0.009444444444444445 5.661812648242146 4.690740171392148
0.009525252525252525 5.599626296411531 4.67416358459766
0.009606060606060608 5.29161709004734 4.553891288662512
0.009686868686868688 5.325831572568529 4.701266226716244
0.009767676767676769 5.05572804917343 4.706643872754619
0.00984848484848485 4.999722679159346 4.5516657626826635
0.00992929292929293 5.005643821025841 4.174269036638579
0.01001010101010101 5.007646539541618 4.19777050334734
0.010090909090909091 5.009820760738595 4.3719368970986805
0.010171717171717172 4.999771906568013 4.046796944609225
0.010252525252525253 4.99988785215968 4.105977054504608
0.010333333333333333 4.99971839586303 3.9981915804399595
0.010414141414141414 4.999538174662144 3.997950894062414
0.010494949494949495 4.999814492685648 3.998006164357522
0.010575757575757575 4.99935802513366 3.9980788027926213
0.010656565656565656 4.99925423682777 3.9955460065331447
0.010737373737373736 4.994170400303315 3.9970600119310697
0.010818181818181819 4.991252327457603 3.9968408558602717
0.0108989898989899 4.957662290940402 3.998338376728257
0.01097979797979798 4.984567904022104 3.998337514450444
0.01106060606060606 4.986808562649902 3.998905868220708
0.011141414141414141 4.89887764164098 3.9962996598667075
0.011222222222222224 4.847882777961737 3.994723168340841
0.011303030303030304 4.781662840415061 3.9980328252537736
0.011383838383838385 4.8019807041855795 3.9940881672722077
0.011464646464646466 4.688624693663328 3.9981274100696442
0.011545454545454546 4.071075448208104 3.998205479935345
0.011626262626262627 4.260206511706414 3.9939315378115503
0.011707070707070708 4.509318706404653 3.9981358390434965
0.011787878787878788 4.027400532849757 3.989973382743237
0.011868686868686869 4.019193460686663 3.9898197073049197
0.01194949494949495 4.005085253666199 3.9942793613614653
0.01203030303030303 4.001556376284284 3.990899612558374
0.01211111111111111 4.001243430392974 3.989307541239032
0.012191919191919191 3.9999381787569663 3.987221546233021
0.012272727272727272 3.9999489917972157 3.9906830028472102
0.012353535353535353 3.9999036291017416 3.9935074705825437
0.012434343434343435 3.999940823200969 3.982047641632431
0.012515151515151516 3.999948089969771 3.9814176647461954
0.012595959595959596 3.999937645050807 3.9932852987546976
0.012676767676767677 3.9999566513927607 3.984280991784767
0.01275757575757576 3.999894730368394 3.957029305369509
0.01283838383838384 3.9998736600789 3.9897733322009588
0.01291919191919192 3.999763911549194 3.986514900466526
0.013000000000000001 3.9997449542349774 3.977922390739254
