# t = 1
# W = 100
# L = 200
# xic = 1.842635463847123
# plate_distance = 9.213177319235614
# E_dis = 0.03769911184307752
# E_img = 2.170803763674803
# omB0 = 0.37699111843077515
# iter_dis = 1
# Ncore = 5
arrE G0 GIMG
0.11309733552923254 1.440470857029271e-80 5.7879054047308075e-71
0.11624417291179327 1.7978687147131124e-78 3.476235324770227e-69
0.11939101029435399 1.1502207044275138e-75 2.6541986273132815e-67
0.12253784767691472 2.373913307193132e-72 2.7056528696856148e-65
0.12568468505947544 6.716349247630896e-70 4.062225698563883e-63
0.1288315224420362 8.05037789903443e-65 8.048821320843277e-61
0.13197835982459688 1.9350928312808246e-53 2.439542923684937e-58
0.13512519720715763 1.3922584043047951e-38 1.2517814976885063e-55
0.13827203458971837 9.58408264290557e-24 1.2394147919918246e-52
0.1414188719722791 3.58894200145219e-07 2.84865677637686e-49
0.1445657093548398 0.0026489258421139245 2.0148745306838983e-45
0.14771254673740056 0.562524695834115 7.116094075755359e-41
0.15085938411996128 0.9965422514531848 3.2561850611576903e-35
0.154006221502522 0.9985236319676102 4.1549544823888656e-27
0.1571530588850827 0.9988609043563164 1.7526165401125104e-17
0.16029989626764346 0.9997193386718379 1.2630641615513348e-10
0.16344673365020418 0.9999802112589055 4.176352548215448e-08
0.1665935710327649 0.9994682549289061 0.010101462410252327
0.16974040841532564 0.9997658966444325 9.834917881663374e-05
0.17288724579788636 0.9996936634000342 0.00017375842178121075
0.17603408318044708 0.9985042433810185 3.438074950931123e-05
0.17918092056300783 0.9996513525575172 0.020434091245369133
0.18232775794556855 0.9999982810671505 0.03156449391066419
0.18547459532812927 0.9999350206452392 0.10542213612823584
0.18862143271068998 0.9998808228176642 0.5014251763354722
0.19176827009325073 0.9998833199754776 0.48073474534406735
0.19491510747581145 0.9999261705584962 0.770963023199311
0.1980619448583722 0.9999831919651537 0.9438268225024828
0.20120878224093292 0.9999896249975994 0.7976693136711016
0.20435561962349363 0.9998374079970752 0.81743493723745
0.20750245700605435 0.9998244216008899 0.9725554008360069
0.21064929438861507 0.9997183608738375 0.965728525255162
0.21379613177117582 0.9998306640186492 0.9984466247577346
0.21694296915373656 0.9999950437743499 0.9704659885940954
0.22008980653629728 1.031128799750339 0.9963224090209503
0.223236643918858 1.753849307342292 0.9947099534876137
0.22638348130141872 1.9971871264388483 0.9990189455655264
0.22953031868397944 1.9996715846165791 0.9998477855541947
0.23267715606654019 1.9996885684492927 0.9989584904170935
0.2358239934491009 1.999219487907687 0.9997000496244994
0.23897083083166165 1.99978563553175 0.9996776685012211
0.24211766821422237 1.9991610192564995 1.012871950658901
0.2452645055967831 1.9995912856828881 0.9993951082435548
0.2484113429793438 1.999743412195159 0.9998144333778883
0.2515581803619045 1.9983202094502683 0.9988525904137258
0.2547050177444653 1.9996990120287252 1.0278064301282512
0.25785185512702596 1.9999435248019484 1.0480195027071888
0.26099869250958674 1.9998286700148504 1.094269609757766
0.26414552989214746 1.9997334211845073 1.473232678702355
0.2672923672747082 1.9997958461535503 1.3596497931750735
0.2704392046572689 1.9997399371938143 1.7151514525568619
0.2735860420398296 1.9999610250910786 1.9393622248953692
0.2767328794223904 1.99991319517478 1.8009260679651498
0.2798797168049511 1.9998998124436973 1.7960306758418298
0.2830265541875118 1.9998023934208642 1.9796006031148727
0.28617339157007254 1.999730467071001 1.9738783501970054
0.28932022895263326 1.9997563681411896 1.9947004022665764
0.292467066335194 1.9999681391315467 1.9829077801984003
0.2956139037177547 1.9998736534333117 1.9967592749233218
0.2987607411003155 1.9997596121281358 1.9963837979002528
0.3019075784828762 1.999851586468883 1.9996169907553327
0.3050544158654369 1.9998865607748602 1.999632598589209
0.30820125324799763 1.9996904201443924 1.9984467640972239
0.31134809063055835 1.9998137075511782 1.9990985854955212
0.31449492801311907 1.9999551808772857 1.9984281347791033
0.3176417653956798 1.999799881524936 1.999841927573844
0.32078860277824056 1.9999938537544815 1.998859457924085
0.3239354401608013 1.9998673971774195 1.9996982188911345
0.327082277543362 1.999943617662004 1.9996427688620424
0.3302291149259227 1.999926232283282 1.9987650814598512
0.33337595230848344 1.999875862177505 1.9984515042461337
0.33652278969104416 1.9999458618475103 1.9997281959801723
0.3396696270736049 1.9998174729232259 1.997323590694734
0.34281646445616565 1.9999605155586335 1.999627262874748
0.34596330183872637 1.9998323567708174 1.9976486859648936
0.3491101392212871 1.9999698156537038 1.9998934624175746
0.3522569766038478 1.9999148211004745 1.999346737996561
