# t = 1
# W = 200
# L = 200
# alpha0 = 0.003
# xic = 3.641828101973597
# plate_distance = 72.83656203947194
# E_dis = 0.0011309733552923255
# E_img = 27.458736985913067
# omB0 = 0.03769911184307752
# Zeeman0 = 0.012566370614359173
# T = 0.00047123889803846896
# Nelect_0 = 1188.03
# Nelect_img = 237.606
# iter_dis = 1
# Ncore = 5
alpha G0 GIMG
0.003 -9.999179920214447 -6.870677077773988
0.003033444816053512 -9.999161181474362 -6.836974789654977
0.0030668896321070236 -9.997407371186885 -6.812509139071347
0.0031003344481605353 -9.997529048146632 -6.811169884121639
0.003133779264214047 -9.998361941766976 -6.742134687596677
0.003167224080267559 -9.979772520847888 -6.540340364763442
0.00320066889632107 -9.764861370508662 -6.615374984549754
0.003234113712374582 -9.756755097435388 -6.322655529194812
0.0032675585284280937 -9.656471495079932 -5.9723172152804445
0.0033010033444816054 -9.464491969267165 -5.986550543722947
0.003334448160535117 -9.31575895741324 -6.482743765648794
0.003367892976588629 -9.198122011015505 -5.976574598690464
0.0034013377926421407 -8.998887711968678 -5.973401740325381
0.0034347826086956524 -8.998102194026263 -5.9690331500130185
0.003468227424749164 -8.99846706546093 -5.958793573623982
0.0035016722408026755 -8.939497413126379 -5.964085522604742
0.0035351170568561872 -8.7939322854256 -5.965763522698823
0.003568561872909699 -8.445465854504222 -5.964375215541079
0.0036020066889632107 -8.59675750769832 -5.962961323437096
0.0036354515050167225 -8.274817343258908 -5.936500813439078
0.0036688963210702343 -8.177645127128079 -5.948078770125611
0.003702341137123746 -8.088123926594271 -5.953446674849437
0.0037357859531772578 -8.03254122257151 -5.956381307358209
0.0037692307692307695 -7.999491570510537 -5.950938936530985
0.0038026755852842813 -7.9992438780528365 -5.933160464007645
0.003836120401337793 -7.99921883563873 -5.943687756831318
0.0038695652173913048 -7.999353412397516 -5.912154901414114
0.0039030100334448165 -7.999272830091572 -5.9271465105091545
0.003936454849498328 -7.992034659866435 -5.909853322773469
0.00396989966555184 -7.86494190482483 -5.931052676846851
0.004003344481605352 -7.958660889638478 -5.919133522674097
0.0040367892976588635 -7.830344550520638 -5.9134621887988965
0.004070234113712375 -7.764219373580432 -5.892118675959711
0.004103678929765887 -7.587535635632138 -5.917387427398232
0.004137123745819399 -7.239025850409044 -5.867789735484432
0.00417056856187291 -7.341405906317706 -5.836595333257275
0.004204013377926421 -7.248844753829252 -5.8501608939669305
0.004237458193979933 -7.169278306439994 -5.800616145945413
0.004270903010033445 -7.119305643685001 -5.7904396318026565
0.004304347826086957 -7.140965807728684 -5.789318294397528
0.0043377926421404684 -7.013556507003637 -5.799314319588127
0.00437123745819398 -6.9986548801115624 -5.790585619286124
0.004404682274247492 -7.009334233652361 -5.795176073726602
0.004438127090301004 -6.998848508420207 -5.663467513579973
0.0044715719063545155 -6.991716687047328 -5.580834477627519
0.004505016722408027 -6.995017511198229 -5.512725755366491
0.004538461538461539 -6.894714228802482 -5.507417301702218
0.004571906354515051 -6.856845732957387 -5.4137504485610695
0.0046053511705685625 -6.761800741902652 -5.136054725406649
0.004638795986622074 -6.754010605024979 -4.960899389836003
0.004672240802675586 -6.748836373835429 -5.037000376469354
0.004705685618729097 -6.775821654750304 -5.000794121450503
0.004739130434782609 -6.26647734875037 -4.955253217883627
0.00477257525083612 -6.469751713514664 -4.931460591466076
0.004806020066889632 -6.250036333585332 -4.905550501639062
0.004839464882943144 -6.1442447694152005 -4.87092674524453
0.004872909698996656 -6.008801817870613 -4.869663525029469
0.004906354515050167 -6.045805925106011 -4.863144481322899
0.004939799331103679 -6.049350404520126 -4.836915990673454
0.004973244147157191 -6.004553744452387 -4.860991426321569
0.005006688963210703 -6.004803758309926 -4.825717915421183
0.005040133779264214 -5.999688696113224 -4.8258114783537085
0.005073578595317726 -5.999711487404994 -4.81090540973491
0.005107023411371238 -5.99957478136173 -4.7733693512820725
0.00514046822742475 -5.999437284942712 -4.789681943596209
0.005173913043478261 -5.999510178459099 -4.816694182875656
0.005207357859531773 -5.9992552625426665 -4.741185301365315
0.005240802675585285 -5.999206999254763 -4.6593244779117695
0.005274247491638797 -5.999179710985971 -4.514644699223217
0.005307692307692308 -5.969087246420917 -4.716994387433515
0.00534113712374582 -5.98066388448547 -4.447735137578665
0.005374581939799332 -5.966076917462305 -4.38354128708848
0.005408026755852844 -5.850888059609123 -4.184672912665338
0.005441471571906355 -5.968211954732867 -4.504266042848341
0.005474916387959867 -5.849331819085884 -4.00278592065873
0.005508361204013379 -5.775759125489266 -4.213942604638238
0.005541806020066891 -5.639958851658953 -4.004507006529857
0.005575250836120402 -5.632219178810946 -4.024117425163778
0.005608695652173914 -5.56187933720155 -3.998425374023651
0.005642140468227426 -5.73418999337463 -3.9978178083495135
0.005675585284280937 -5.626092445572047 -3.9983689044284
0.005709030100334449 -5.443793593824577 -3.9978045872291212
