# t = 1
# W = 300
# L = 100
# xic = 1.1516471649044517
# plate_distance = 18.426354638471228
# E_dis = 0.00037699111843077514
# E_img = 6.51241129102441
# omB0 = 0.37699111843077515
# iter_dis = 1
# Ncore = 5
arrE G0 GIMG
1.1309733552923253 5.999997246230188 5.9999723802750955
1.1318340656083774 5.999996663522639 5.999966265055115
1.1326947759244295 5.999995973100136 5.9999735136218435
1.1335554862404813 5.999995283900613 5.999982423613692
1.1344161965565334 5.999994690498746 5.9999805066542065
1.1352769068725854 5.999994262701083 5.999970307087275
1.1361376171886375 5.999994034784024 5.999981064545899
1.1369983275046895 5.999993992798369 5.999976663363397
1.1378590378207414 5.999994055972674 5.99997132556575
1.1387197481367934 5.9999940462180605 5.99996661039943
1.1395804584528455 5.9999936550265085 5.999975265953172
1.1404411687688973 5.999992511908894 5.999959835204308
1.1413018790849494 5.999990455953843 5.99993367536492
1.1421625894010015 5.999990409448751 5.999915163677151
1.1430232997170533 5.999991762573665 5.9999413578344285
1.1438840100331054 5.999992459201512 5.999952562535196
1.1447447203491574 5.999993205395722 5.999956137931167
1.1456054306652095 5.999994049112456 5.99996086717758
1.1464661409812615 5.9999949274123 5.999967305973962
1.1473268512973134 5.999995748916806 5.999972998334707
1.1481875616133654 5.9999964210844405 5.999979568232229
1.1490482719294175 5.999996873899775 5.999987126888429
1.1499089822454693 5.999997097574699 5.999986482326245
1.1507696925615214 5.999997139293142 5.999974888764069
1.1516304028775735 5.99999701767414 5.9999702758328
1.1524911131936253 5.999996695118435 5.99998915191266
1.1533518235096774 5.999996141020562 5.999971735002231
1.1542125338257294 5.999995383485575 5.999970803283378
1.1550732441417815 5.999994558793297 5.999978176282045
1.1559339544578335 5.999993932386806 5.999961948663437
1.1567946647738854 5.999993660507347 5.9999509332365415
1.1576553750899374 5.999993560886775 5.999985282794986
1.1585160854059895 5.999993410158619 5.999927811948411
1.1593767957220413 5.999993070568677 5.999856214601649
1.1602375060380934 5.999992106865939 5.999785192944994
1.1610982163541452 5.999992637589047 5.999798390815643
1.1619589266701973 5.999993907027112 5.99986384244244
1.1628196369862493 5.999993768689122 5.9998885899889105
1.1636803473023014 5.999993720207971 5.999904693234885
1.1645410576183535 5.999994011102774 5.9999454453707175
1.1654017679344053 5.9999941525621585 5.9999894203042015
1.1662624782504574 5.999994685307995 5.999940752378276
1.1671231885665094 5.999995253366251 5.999963428100114
1.1679838988825615 5.999995926960555 5.999953875100767
1.1688446091986133 5.999996521686168 5.999987146871776
1.1697053195146654 5.999997094920376 5.999930407357096
1.1705660298307172 5.999997463760681 5.999927865341062
1.1714267401467693 5.99999759004572 5.999924957117357
1.1722874504628213 5.999997464869359 5.999916234415951
1.1731481607788734 5.999997013178713 5.999893704388444
1.1740088710949255 6.9999850847828915 5.999939987806054
1.1748695814109773 6.999890138852376 5.99994647024326
1.1757302917270294 6.999925757768439 5.999875624481339
1.1765910020430814 6.999858560468282 5.999832478042503
1.1774517123591333 6.999932528513863 5.999929575139847
1.1783124226751853 6.999946170570039 5.999946255475787
1.1791731329912374 6.999770823806363 5.999563946520049
1.1800338433072892 6.999938406052997 5.999610225835409
1.1808945536233413 6.99985629295935 5.9999447661806276
1.1817552639393933 6.999924563839134 5.999822032297715
1.1826159742554454 6.999900053018153 5.999768144390988
1.1834766845714975 6.999990455280076 5.99979804597086
1.1843373948875493 6.999925567410405 5.999818783215065
1.1851981052036014 6.9999178259786055 5.999984916021216
1.1860588155196534 6.999973620102228 5.999872284335047
1.1869195258357053 6.99995817141137 5.999857322515873
1.1877802361517573 6.999947334144166 5.999923585638654
1.1886409464678092 6.999974976817319 5.999926926955394
1.1895016567838612 6.999969024178953 5.9999737692481165
1.1903623670999133 6.999936882101247 5.999978980526967
1.1912230774159653 6.999944495091746 5.999923822512851
1.1920837877320174 6.999983743149744 5.999920338572994
1.1929444980480692 6.999993246435064 5.999823344722216
1.1938052083641213 6.99996263886668 5.999816426213475
1.1946659186801734 6.999939099950742 5.999777934330264
1.1955266289962254 6.999949282076104 5.999864713409832
1.1963873393122773 6.999965605163669 5.999808875168029
1.1972480496283293 6.99995389978358 5.999945959520964
1.1981087599443812 6.999922903580037 5.999919612517869
1.1989694702604332 6.999920811596111 5.999734588167185
1.1998301805764853 6.999961968301451 5.999954753324842
1.2006908908925373 6.999951982555836 5.999874100292571
1.2015516012085894 6.999934923747548 5.999970636924667
1.2024123115246412 6.9999414968247855 5.999917835075398
1.2032730218406933 6.999967830817532 5.9999652340134615
1.2041337321567454 6.999991882390915 5.9999876606105955
