# t = 1
# W = 140
# L = 100
# alpha = 0.025
# xic = 2.5231325220201604
# plate_distance = 15.138795132120961
# E_dis = 0.0031415926535897933
# E_img = 23.779963785636067
# ei = 0.0
# ef = 0.47123889803846897
# Ne = 200
# iter_dis = 1
# Ncore = 6
Energies G0 GIMG
0.0 0.0 0.0
0.0023680346635098944 2.3607260392056193e-61 2.348895981576941e-41
0.004736069327019789 4.6161092930123e-60 6.93639678718289e-40
0.007104103990529683 3.1872566282458816e-59 6.859029341065246e-39
0.009472138654039577 2.344713203754736e-58 7.139040265284741e-38
0.011840173317549472 7.080643304286197e-58 3.305711469106603e-37
0.014208207981059366 3.5658101418476106e-57 2.2841466124434136e-36
0.01657624264456926 9.503023466649467e-57 9.358505788107535e-36
0.018944277308079155 3.4846476898653055e-56 4.818923688843825e-35
0.02131231197158905 9.436730764001842e-56 1.9805418911844626e-34
0.023680346635098944 2.175435726351585e-55 7.21573850755085e-34
0.026048381298608838 7.310636062142287e-55 3.42106230346579e-33
0.028416415962118732 1.7751813463428385e-54 1.2993206201854176e-32
0.030784450625628627 3.973449438484073e-54 4.6762760188069566e-32
0.03315248528913852 1.1686857814905055e-53 2.044295319723516e-31
0.03552051995264842 2.8240777535158577e-53 7.871102862264716e-31
0.03788855461615831 6.3313869051769345e-53 2.906078049032361e-30
0.0402565892796682 1.3864450875134786e-52 1.0820087522634852e-29
0.0426246239431781 4.0017011521981816e-52 4.8225855916899296e-29
0.044992658606687996 9.229116178856972e-52 1.883262310533805e-28
0.04736069327019789 2.0367433894051316e-51 7.319595832317448e-28
0.04972872793370778 4.564060736669772e-51 3.0026152448196207e-27
0.052096762597217676 1.2507871475439824e-50 1.3522314350565073e-26
0.054464797260727574 2.8869810752403094e-50 5.7137596952535e-26
0.056832831924237465 6.356637219520662e-50 2.439992622311644e-25
0.059200866587747356 1.3667578442845916e-49 1.0727478247926077e-24
0.06156890125125725 3.857578377499691e-49 5.387536572645483e-24
0.06393693591476715 9.183105185699225e-49 2.5986532633988684e-23
0.06630497057827704 2.0670151899581745e-48 1.2795184154604171e-22
0.06867300524178693 4.627885489394802e-48 6.552892417295733e-22
0.07104103990529684 1.06922030585054e-47 3.558184856734678e-21
0.07340907456880673 3.0959870977263637e-47 2.2018901481603242e-20
0.07577710923231662 7.48514200059337e-47 1.3496495383275323e-19
0.07814514389582651 1.7934679247933418e-46 8.778821773631178e-19
0.0805131785593364 4.220977831917749e-46 6.17693227543363e-18
0.0828812132228463 9.570547876344445e-46 4.807476932182466e-17
0.0852492478863562 3.1358548052198135e-45 4.427927760531798e-16
0.08761728254986609 8.094033150772347e-45 4.378720574683025e-15
0.08998531721337599 1.8844236483799799e-44 5.0205884644473136e-14
0.09235335187688588 4.545811267752113e-44 7.005764124360546e-13
0.09472138654039577 1.2477736572248396e-43 1.2716794932152634e-11
0.09708942120390567 3.759569822050269e-43 3.448593513617011e-10
0.09945745586741556 1.156762018219367e-42 1.559926148022334e-08
0.10182549053092546 3.36438667535951e-42 1.8853089895693119e-06
0.10419352519443535 7.721131566408385e-42 0.007444221358101934
0.10656155985794524 1.9553875983177852e-41 0.42180504639898947
0.10892959452145515 8.627791751717201e-41 0.9094524957925884
0.11129762918496504 1.7933939592818235e-40 0.4340338448584859
0.11366566384847493 1.0598144276963682e-39 0.789058154612026
0.11603369851198482 2.161880250827108e-39 0.6089251544200125
0.11840173317549471 7.051510762324009e-39 0.9406103667002679
0.12076976783900462 3.901434200805872e-38 0.6677641000797806
0.1231378025025145 1.2735967405554581e-37 0.9756126616496276
0.1255058371660244 3.705671432343618e-37 0.7982624775418503
0.1278738718295343 2.670594907528648e-36 0.765806621411411
0.13024190649304418 2.682143489382361e-36 0.9856730951768012
0.13260994115655408 5.475513158886311e-35 0.8870065196968812
0.134977975820064 4.3904678502762046e-34 0.80903531567529
0.13734601048357387 2.7712326492331962e-33 0.9479568956047544
0.13971404514708377 2.523216018842615e-32 0.9762825709399925
0.14208207981059368 1.296719406836575e-31 0.8664793459343713
0.14445011447410355 6.332112508275702e-31 0.8932085492254537
0.14681814913761346 6.784215743402411e-30 0.9871605886476638
0.14918618380112333 1.1575969935901262e-27 0.9734382200542752
0.15155421846463324 1.372648350597698e-25 0.8980049857709514
0.15392225312814314 1.9910671302401332e-10 0.9028044156457017
0.15629028779165302 0.9991147710732952 0.9729971106036869
0.15865832245516293 0.9994796136678822 0.9973181370173007
0.1610263571186728 0.9994124059866721 0.9663974801782704
0.1633943917821827 0.9999823030580172 0.9570002093405494
0.1657624264456926 0.9999181389082422 0.983887439894072
0.1681304611092025 0.9999861394748282 0.999493273712105
0.1704984957727124 0.999939011062305 0.9721204696247497
0.1728665304362223 0.9996117867367641 0.9400251938997224
0.17523456509973218 0.9996136570170904 0.9457200816168194
0.17760259976324208 0.9999461185656715 0.9829060683414562
0.17997063442675199 0.9997523893001519 0.9999966773929295
0.18233866909026186 0.9998278495723959 0.9868464589763761
0.18470670375377177 0.9999166613191962 0.9675549656344501
0.18707473841728164 0.9998536122379781 0.9677632558992411
0.18944277308079155 0.9999075673789249 0.9862717367592749
0.19181080774430145 0.9998825309522942 0.9996149211478411
0.19417884240781133 0.9997978061420174 0.9906546196627078
0.19654687707132124 0.9997373391886109 0.9720113629234212
0.1989149117348311 0.9998650743305997 0.9692641749982165
0.20128294639834102 0.9999713220772896 0.9808695161168957
0.20365098106185092 0.9998566355878415 0.995656164816599
0.2060190157253608 0.9999868688924075 0.9994131647286034
0.2083870503888707 0.9999281791864628 0.9904401413081627
0.2107550850523806 0.9998791414445793 0.9803552889792376
0.21312311971589049 0.9999998262461476 0.9803288642851591
0.2154911543794004 0.9997666483699337 0.9904189958301574
0.2178591890429103 0.9999657407085284 0.9994078744390635
0.22022722370642017 0.9999598254330159 0.9980168584890662
0.22259525836993008 0.9999034817422211 0.9907951691629443
0.22496329303343995 0.9999789301717693 0.9859147491032307
0.22733132769694986 0.9999842707876547 0.9881692697490422
0.22969936236045976 0.9999166922779886 0.9951625625755062
0.23206739702396964 0.999952770355685 0.9998762076850936
0.23443543168747955 0.9999948665871222 0.9973053207427289
0.23680346635098942 0.9997861540711213 0.9889487976065733
0.23917150101449933 0.9999719727775731 0.9852842005505598
0.24153953567800923 0.9999901752896514 0.987790049344923
0.2439075703415191 0.9999434368618096 0.9940952875542302
0.246275605005029 0.9999574922304365 0.9990291967978571
0.24864363966853892 0.99999782600395 0.9991825823601411
0.2510116743320488 0.9999795624262922 0.9956105694625174
0.2533797089955587 0.9999354056692665 0.992366490033569
0.2557477436590686 0.9999574897962423 0.9926557040818389
0.2581157783225785 0.9999915625474252 0.9962288257955536
0.26048381298608836 0.9999268033324765 0.9998057666601652
0.2628518476495983 0.9999646027616321 0.9989648871364175
0.26521988231310817 0.9999990596827227 0.9952806858028665
0.26758791697661805 0.9999862197405736 0.9922117271680788
0.269955951640128 0.9999626045744356 0.9923411845275693
0.27232398630363785 0.9999714769504142 0.9954372591538205
0.27469202096714773 0.9999971291403201 0.998887852644217
0.27706005563065766 0.9999876761395068 0.999935753524909
0.27942809029416754 0.9999294169069981 0.9978759854968231
0.2817961249576774 0.9999763643433806 0.994349897864218
0.28416415962118735 0.9999985916142945 0.9935223494769997
0.28653219428469723 0.9999776053802302 0.9956361648531795
0.2889002289482071 0.9999690212176611 0.9986530255789787
0.291268263611717 0.9999843114206398 0.9999924351255977
0.2936362982752269 0.9999994003077954 0.998725883142221
0.2960043329387368 0.9999922881573612 0.9961930031473485
0.29837236760224667 0.9999708263910314 0.9946458312365241
0.3007404022657566 0.999964587083871 0.995322794878831
0.3031084369292665 0.9999897783138703 0.9975642827395219
0.30547647159277636 0.9999799882454292 0.9997299954945281
0.3078445062562863 0.9999675754050124 0.9995886954074419
0.31021254091979616 0.9999802276251474 0.9975892341796768
0.31258057558330604 0.9999966369124872 0.9958507518447165
0.314948610246816 0.999998720668536 0.9959818508257903
0.31731664491032585 0.9999875240437339 0.997781545677085
0.31968467957383573 0.9999782135488783 0.9995982297947013
0.3220527142373456 0.9999829227334632 0.9998779455849118
0.32442074890085554 0.9999967027563467 0.9985051193141136
0.3267887835643654 0.9999943724100384 0.9967561955291314
0.3291568182278753 0.9999590524505799 0.9958540772532035
0.3315248528913852 0.9999810220618296 0.9970884075027768
0.3338928875548951 0.9999975074797474 0.9990916862888025
0.336260922218405 0.9999987645505316 0.999996850717446
0.3386289568819149 0.9999904208892393 0.9991179649592616
0.3409969915454248 0.9999841799788115 0.997465130370603
0.34336502620893466 0.99998698463271 0.9966699660601697
0.3457330608724446 0.9999957310273994 0.997448629569447
0.3481010955359545 0.9999998546664379 0.9990308725987014
0.35046913019946435 0.9999885691578113 0.9999751899163526
0.3528371648629743 0.9999447474393907 0.9995814380630388
0.35520519952648416 0.9999894284598544 0.9980882365856676
0.35757323418999404 0.9999999459102552 0.9969832150444461
0.35994126885350397 0.9999959096552117 0.9973570371425212
0.36230930351701385 0.9999890307660747 0.9988180949127278
0.3646773381805237 0.9999873370553206 0.9999263795236047
0.3670453728440336 0.9999919591219211 0.9996378536429168
0.36941340750754353 0.9999981890120436 0.9983284004208409
0.3717814421710534 0.9999996164453667 0.9973681908274656
0.3741494768345633 0.99999258696436 0.9977219397355055
0.3765175114980732 0.9999785272535058 0.9990094898070313
0.3788855461615831 0.9999766292420671 0.9999265358356882
0.381253580825093 0.9999997491822541 0.9997064819277484
0.3836216154886029 0.9999965853384769 0.9984638405279963
0.3859896501521128 0.9999906240568984 0.9974073626184895
0.38835768481562266 0.9999891020901411 0.9976126686921618
0.3907257194791326 0.999992495736572 0.9988822263011303
0.39309375414264247 0.9999974662968012 0.999922382312714
0.39546178880615235 0.9999999910321469 0.9996710144320275
0.3978298234696622 0.9999976893753693 0.9984213350132702
0.40019785813317216 0.9999907483702528 0.9975202176176347
0.40256589279668203 0.9999816650254786 0.9979396840444038
0.4049339274601919 0.9999751357041012 0.9992421716319131
0.40730196212370184 0.9999994558701898 0.9999791996931211
0.4096699967872117 0.9999936504203135 0.9995855857694004
0.4120380314507216 0.9999907068868533 0.9984003930920498
0.41440606611423153 0.9999919120526086 0.9976487640462869
0.4167741007777414 0.9999952127301556 0.9981396124644704
0.4191421354412513 0.9999984320027666 0.9993660398288869
0.4215101701047612 0.9999999854537736 0.9999998742219323
0.4238782047682711 0.9999985334572065 0.99932576234305
0.42624623943178097 0.9999920553201127 0.9980707312565695
0.4286142740952909 0.999979341927577 0.9976398710947372
0.4309823087588008 0.9999839044383194 0.9985529456901843
0.43335034342231066 0.9999989499989298 0.9997728551166504
0.4357183780858206 0.9999973282584111 0.9999003385079315
0.43808641274933047 0.999994884727799 0.9989653160736268
0.44045444741284034 0.9999913475823101 0.9979822274720991
0.4428224820763502 0.9999923604466672 0.9980383450207659
0.44519051673986015 0.9999974522572084 0.9990864709583259
0.44755855140337003 0.9999996568357034 0.9999544527338892
0.4499265860668799 0.9999988580980284 0.9996376125092034
0.45229462073038984 0.9999951056481252 0.9984738874301451
0.4546626553938997 0.9999899598446412 0.9978037152220378
0.4570306900574096 0.9999877153320484 0.9984334444991547
0.4593987247209195 1.9978640914364532 0.9996452637391453
0.4617667593844294 1.9994639778328407 0.9999119100592772
0.4641347940479393 1.9988682206218724 0.9989840113243442
0.4665028287114492 1.9997636336660083 0.9980849877922249
0.4688708633749591 1.999704749274612 0.9982745765971606
0.47123889803846897 1.999570533043217 0.999325988772207
