# t = 1
# W = 160
# L = 160
# alpha0 = 0.005
# xic = 5.641895835477563
# plate_distance = 22.56758334191025
# E_dis = 0.001884955592153876
# E_img = 3.4031113937385906
# omB0 = 0.06283185307179587
# Zeeman0 = 0.025132741228718346
# T = 0.0006283185307179587
# Nelect_0 = 998.5995
# Nelect_img = 758.43
# iter_dis = 1
# Ncore = 5
alpha EF0 EFimg
0.005 0.2539674061137295 0.2539674061137295
0.005066889632107024 0.24974341599125582 0.2571353987055848
0.005133779264214047 0.25291140858311106 0.2592473937668216
0.005200668896321071 0.24023943821569008 0.2571353987055848
0.005267558528428094 0.24023943821569008 0.25502340364434795
0.005334448160535117 0.24340743080754532 0.2613593888280584
0.00540133779264214 0.24657542339940058 0.26030339129744
0.005468227424749164 0.247631420930019 0.2592473937668216
0.005535117056856187 0.25079941352187424 0.2592473937668216
0.005602006688963211 0.25291140858311106 0.26347138388929525
0.005668896321070234 0.2539674061137295 0.26241538635867684
0.005735785953177258 0.25291140858311106 0.26030339129744
0.005802675585284281 0.2539674061137295 0.2613593888280584
0.005869565217391305 0.24657542339940058 0.2592473937668216
0.005936454849498328 0.24657542339940058 0.26452738141991367
0.006003344481605351 0.2486874184606374 0.2592473937668216
0.0060702341137123745 0.25185541105249265 0.26452738141991367
0.006137123745819398 0.2539674061137295 0.26452738141991367
0.0062040133779264215 0.25502340364434795 0.26241538635867684
0.006270903010033445 0.2560794011749663 0.2666393764811505
0.0063377926421404685 0.2592473937668216 0.2666393764811505
0.006404682274247492 0.2613593888280584 0.26347138388929525
0.006471571906354515 0.26452738141991367 0.2655833789505321
0.006538461538461538 0.2539674061137295 0.26452738141991367
0.006605351170568562 0.2687513715423874 0.26347138388929525
0.006672240802675585 0.2539674061137295 0.26980736907300573
0.006739130434782609 0.25291140858311106 0.2655833789505321
0.006806020066889632 0.2539674061137295 0.26030339129744
0.006872909698996656 0.2423514332769269 0.26030339129744
0.006939799331103679 0.23495945056259798 0.26452738141991367
0.007006688963210703 0.23390345303197957 0.2592473937668216
0.007073578595317726 0.2360154480932164 0.2571353987055848
0.00714046822742475 0.23812744315445322 0.2613593888280584
0.007207357859531773 0.23918344068507164 0.26241538635867684
0.007274247491638797 0.2412954357463085 0.2592473937668216
0.007341137123745819 0.24340743080754532 0.2655833789505321
0.007408026755852843 0.24446342833816373 0.2592473937668216
0.007474916387959866 0.247631420930019 0.26030339129744
0.00754180602006689 0.2486874184606374 0.24974341599125582
0.0076086956521739125 0.24974341599125582 0.25185541105249265
0.007675585284280936 0.25185541105249265 0.25291140858311106
0.0077424749163879595 0.2539674061137295 0.2539674061137295
0.007809364548494983 0.2571353987055848 0.25079941352187424
0.007876254180602007 0.2571353987055848 0.25291140858311106
0.00794314381270903 0.2571353987055848 0.25291140858311106
0.008010033444816054 0.247631420930019 0.25502340364434795
0.008076923076923077 0.24974341599125582 0.2560794011749663
0.0081438127090301 0.247631420930019 0.2560794011749663
0.008210702341137124 0.25291140858311106 0.25502340364434795
0.008277591973244148 0.2412954357463085 0.2571353987055848
0.008344481605351171 0.24446342833816373 0.2592473937668216
0.008411371237458195 0.24657542339940058 0.2581913962362032
0.008478260869565218 0.24551942586878217 0.26030339129744
0.00854515050167224 0.247631420930019 0.2592473937668216
0.008612040133779263 0.2486874184606374 0.26241538635867684
0.008678929765886287 0.25079941352187424 0.26347138388929525
0.00874581939799331 0.25291140858311106 0.26241538635867684
0.008812709030100334 0.2539674061137295 0.2613593888280584
0.008879598662207357 0.25502340364434795 0.26030339129744
0.00894648829431438 0.2571353987055848 0.26241538635867684
0.009013377926421404 0.2592473937668216 0.26241538635867684
0.009080267558528428 0.2613593888280584 0.26030339129744
0.009147157190635451 0.26241538635867684 0.26347138388929525
0.009214046822742475 0.26452738141991367 0.25079941352187424
0.009280936454849498 0.2666393764811505 0.2613593888280584
0.009347826086956522 0.2676953740117689 0.26241538635867684
0.009414715719063545 0.26980736907300573 0.2592473937668216
0.009481605351170569 0.2708633666036242 0.2592473937668216
0.009548494983277592 0.2719193641342426 0.2560794011749663
0.009615384615384616 0.272975361664861 0.25291140858311106
0.00968227424749164 0.27403135919547944 0.25502340364434795
0.009749163879598663 0.2771993517873347 0.2592473937668216
0.009816053511705686 0.2782553493179531 0.2560794011749663
0.00988294314381271 0.26980736907300573 0.2560794011749663
0.009949832775919733 0.2655833789505321 0.2560794011749663
0.010016722408026757 0.23812744315445322 0.2571353987055848
0.01008361204013378 0.24657542339940058 0.2571353987055848
0.010150501672240804 0.25185541105249265 0.2592473937668216
0.010217391304347826 0.22862346537888747 0.2581913962362032
0.01028428093645485 0.22862346537888747 0.2592473937668216
0.010351170568561873 0.23495945056259798 0.2613593888280584
0.010418060200668896 0.22123148266455855 0.26030339129744
0.01048494983277592 0.22123148266455855 0.26241538635867684
0.010551839464882943 0.22123148266455855 0.26347138388929525
0.010618729096989967 0.22334347772579538 0.26452738141991367
0.01068561872909699 0.22334347772579538 0.26452738141991367
0.010752508361204014 0.2243994752564138 0.2655833789505321
0.010819397993311036 0.2254554727870322 0.26452738141991367
0.010886287625418059 0.22651147031765062 0.2666393764811505
0.010953177257525083 0.22862346537888747 0.2676953740117689
0.011020066889632106 0.2296794629095059 0.2666393764811505
0.01108695652173913 0.2307354604401243 0.2655833789505321
0.011153846153846153 0.23179145797074274 0.26980736907300573
0.011220735785953177 0.23284745550136116 0.2687513715423874
0.0112876254180602 0.23390345303197957 0.26980736907300573
0.011354515050167224 0.2360154480932164 0.2687513715423874
0.011421404682274247 0.2360154480932164 0.26980736907300573
0.01148829431438127 0.23812744315445322 0.2708633666036242
0.011555183946488294 0.23918344068507164 0.272975361664861
0.011622073578595318 0.2412954357463085 0.272975361664861
0.011688963210702341 0.2412954357463085 0.272975361664861
0.011755852842809365 0.2423514332769269 0.27403135919547944
0.011822742474916388 0.24446342833816373 0.2719193641342426
0.011889632107023412 0.24551942586878217 0.27403135919547944
0.011956521739130435 0.24657542339940058 0.27508735672609785
0.012023411371237459 0.247631420930019 0.26980736907300573
0.012090301003344482 0.2486874184606374 0.27508735672609785
0.012157190635451506 0.25079941352187424 0.27614335425671627
0.01222408026755853 0.25185541105249265 0.27614335425671627
0.012290969899665553 0.25291140858311106 0.2782553493179531
0.012357859531772576 0.2539674061137295 0.272975361664861
0.0124247491638796 0.25502340364434795 0.27403135919547944
0.012491638795986623 0.2560794011749663 0.272975361664861
0.012558528428093647 0.2571353987055848 0.272975361664861
0.01262541806020067 0.2592473937668216 0.2771993517873347
0.012692307692307692 0.26030339129744 0.27614335425671627
0.012759197324414715 0.2613593888280584 0.27508735672609785
0.01282608695652174 0.26241538635867684 0.272975361664861
0.012892976588628764 0.26347138388929525 0.27614335425671627
0.012959866220735784 0.2655833789505321 0.2782553493179531
0.013026755852842808 0.2655833789505321 0.2782553493179531
0.013093645484949831 0.2676953740117689 0.2782553493179531
0.013160535117056855 0.2666393764811505 0.2782553493179531
0.013227424749163878 0.26980736907300573 0.2782553493179531
0.013294314381270902 0.26980736907300573 0.28142334190980833
0.013361204013377925 0.2655833789505321 0.2803673443791899
0.013428093645484949 0.2676953740117689 0.272975361664861
0.013494983277591972 0.23812744315445322 0.2824793394404268
0.013561872909698996 0.2486874184606374 0.28142334190980833
0.01362876254180602 0.2307354604401243 0.28142334190980833
0.013695652173913043 0.22756746784826906 0.2793113468485715
0.013762541806020066 0.23284745550136116 0.2803673443791899
0.01382943143812709 0.2370714456238348 0.2676953740117689
0.013896321070234113 0.23179145797074274 0.2782553493179531
0.013963210702341137 0.23284745550136116 0.27508735672609785
0.01403010033444816 0.23284745550136116 0.2803673443791899
0.014096989966555184 0.23495945056259798 0.2803673443791899
0.014163879598662207 0.23495945056259798 0.2687513715423874
0.01423076923076923 0.23812744315445322 0.27508735672609785
0.014297658862876254 0.2370714456238348 0.27614335425671627
0.014364548494983278 0.23812744315445322 0.2666393764811505
0.014431438127090301 0.23918344068507164 0.2571353987055848
0.014498327759197325 0.24023943821569008 0.2793113468485715
0.014565217391304348 0.2412954357463085 0.2655833789505321
0.014632107023411372 0.2423514332769269 0.26347138388929525
0.014698996655518395 0.24340743080754532 0.26241538635867684
